strategy,direction,entry_price,stop_price,target_price,exit_price,exit_time,entry_time,pnl_per_share,exit_reason,prev_close,today_open,gap_pct,atr,date,shares,gross_pnl,cost,trade_pnl,equity_after,drawdown_pct
gap_fill,long,582.59,572.62215,602.5257,574.22,2026-03-26 15:45:00-04:00,2026-03-26 09:30:00-04:00,-8.37,eod_close,587.82,582.59,-0.008897,9.967849999999999,2026-03-26,9,-75.33,1.57,-76.9,11032.35,0.0069
gap_fill,short,564.29,574.4485642857143,543.9728714285714,574.4485642857143,2026-03-31 12:41:00-04:00,2026-03-31 09:30:00-04:00,-10.1586,stop,558.28,564.29,0.010765,10.15856428571429,2026-03-31,9,-91.43,1.52,-92.95,10939.4,0.0153
gap_fill,short,650.15,660.4574214285714,629.5351571428571,654.42,2026-04-22 15:45:00-04:00,2026-04-22 09:30:00-04:00,-4.27,eod_close,644.33,650.15,0.009033,10.307421428571429,2026-04-22,8,-34.16,1.56,-35.72,10903.68,0.0185
gap_fill,short,658.51,668.6539214285714,638.2221571428571,663.49,2026-04-24 15:45:00-04:00,2026-04-24 09:30:00-04:00,-4.98,eod_close,651.42,658.51,0.010884,10.14392142857142,2026-04-24,8,-39.84,1.58,-41.42,10862.26,0.0222
gap_fill,long,657.46,647.2925,677.795,657.88,2026-04-28 15:45:00-04:00,2026-04-28 09:30:00-04:00,0.42,eod_close,664.23,657.46,-0.010192,10.167499999999986,2026-04-28,8,3.36,1.58,1.78,10864.04,0.0221
gap_fill,short,677.97,686.7260785714286,660.4578428571429,682.04,2026-05-05 15:45:00-04:00,2026-05-05 09:30:00-04:00,-4.07,eod_close,672.88,677.97,0.007564,8.75607857142858,2026-05-05,8,-32.56,1.63,-34.19,10829.86,0.0252
gap_fill,short,687.75,696.5248928571428,670.2002142857143,694.76,2026-05-06 15:45:00-04:00,2026-05-06 09:30:00-04:00,-7.01,eod_close,681.61,687.75,0.009008,8.77489285714287,2026-05-06,7,-49.07,1.44,-50.51,10779.34,0.0297
gap_fill,short,699.92,709.2188214285713,681.3223571428571,709.2188214285713,2026-05-08 13:01:00-04:00,2026-05-08 09:30:00-04:00,-9.2988,stop,694.94,699.92,0.007166,9.298821428571443,2026-05-08,7,-65.09,1.47,-66.56,10712.78,0.0357
gap_fill,long,708.2,698.3547500000001,727.8905000000001,698.3547500000001,2026-05-12 12:32:00-04:00,2026-05-12 09:30:00-04:00,-9.8452,stop,713.29,708.2,-0.007136,9.845250000000012,2026-05-12,7,-68.92,1.49,-70.4,10642.38,0.042
gap_fill,long,710.15,700.2483214285714,729.9533571428572,710.37,2026-05-15 15:45:00-04:00,2026-05-15 09:30:00-04:00,0.22,eod_close,719.79,710.15,-0.013393,9.901678571428574,2026-05-15,7,1.54,1.49,0.05,10642.42,0.042
gap_fill,long,699.84,688.9883214285715,721.5433571428572,701.45,2026-05-19 15:45:00-04:00,2026-05-19 09:30:00-04:00,1.61,eod_close,705.88,699.84,-0.008557,10.851678571428579,2026-05-19,7,11.27,1.47,9.8,10652.22,0.0411
gap_fill,short,725.96,737.4038142857144,703.0723714285715,730.47,2026-05-26 15:45:00-04:00,2026-05-26 09:30:00-04:00,-4.51,eod_close,717.54,725.96,0.011735,11.443814285714284,2026-05-26,7,-31.57,1.52,-33.09,10619.13,0.0441
