direction,entry_price,stop_price,target_price,exit_price,exit_time,entry_time,pnl_per_share,exit_reason,or_high,or_low,range_pct,atr,vwap_at_entry,rvol_at_entry,candle_strength,filters_passed,date,shares,gross_pnl,cost,trade_pnl,equity_after,drawdown_pct
short,526.74,540.2865428571429,499.6469142857143,521.7757,2025-01-31 15:45:00-05:00,2025-01-31 09:36:00-05:00,4.9643,eod_close,528.4599,526.74,0.00326,9.031028571428575,527.5979481885031,0.39371306611794815,0.8225806451612696,candle_strength,2025-01-31,12,59.57,1.9,57.68,10913.66,0.006
long,514.42,500.98297857142853,541.2940428571428,518.85,2025-02-03 15:45:00-05:00,2025-02-03 09:35:00-05:00,4.43,eod_close,514.42,512.57,0.003603,8.958014285714285,513.542950763803,0.6580450033621464,0.9345794392522928,candle_strength,2025-02-03,12,53.16,1.85,51.31,10964.96,0.0014
long,531.76,518.9911428571429,557.2977142857142,523.025,2025-02-07 15:45:00-05:00,2025-02-07 09:36:00-05:00,-8.735,eod_close,531.76,529.79,0.003712,8.51257142857142,531.1540284043342,1.138379967888433,0.7500000000000507,candle_strength,2025-02-07,12,-104.82,1.91,-106.73,10858.23,0.0111
long,527.73,514.9135928571429,553.3628142857142,527.79,2025-02-11 15:45:00-05:00,2025-02-11 09:35:00-05:00,0.06,eod_close,527.73,525.83,0.003607,8.544271428571411,526.8998619684551,0.775906944892937,1.0,candle_strength,2025-02-11,12,0.72,1.9,-1.18,10857.05,0.0112
short,527.4005,537.7425499999999,506.7164,521.98,2025-02-24 15:45:00-05:00,2025-02-24 09:35:00-05:00,5.4205,eod_close,529.069,527.4005,0.003159,6.89469999999998,527.8539667358045,0.943746108470355,0.7865570253843028,candle_strength,2025-02-24,15,81.31,2.37,78.93,10935.98,0.004
long,500.1701,487.8373142857143,524.8356714285715,504.12,2025-02-28 15:45:00-05:00,2025-02-28 09:37:00-05:00,3.9499,eod_close,500.1701,496.93,0.006499,8.221857142857127,498.66407219329824,0.9357885958271043,0.7654320987654176,candle_strength,2025-02-28,13,51.35,1.95,49.4,10985.38,0.0
short,510.7,523.2406428571428,485.61871428571436,494.69,2025-03-03 15:45:00-05:00,2025-03-03 09:38:00-05:00,16.01,eod_close,513.04,510.7,0.004571,8.360428571428555,511.46299383601826,1.2850454233941442,0.7535211267605803,candle_strength,2025-03-03,13,208.13,1.99,206.14,11191.52,0.0
long,494.7,480.8711892857143,522.3576214285713,498.575,2025-03-04 15:45:00-05:00,2025-03-04 09:36:00-05:00,3.875,eod_close,494.7,492.23,0.005005,9.219207142857126,493.65540729572297,1.058719139371647,0.7991803278688532,candle_strength,2025-03-04,12,46.5,1.78,44.72,11236.24,0.0
short,495.29,510.3954178571429,465.0791642857143,502.27,2025-03-05 15:45:00-05:00,2025-03-05 09:36:00-05:00,-6.98,eod_close,496.83,495.29,0.003104,10.07027857142856,495.8929556165981,1.1133381524724257,0.7077922077922083,candle_strength,2025-03-05,11,-76.78,1.63,-78.41,11157.83,0.007
long,488.78,472.2795821428571,521.7808357142857,490.64,2025-03-07 15:45:00-05:00,2025-03-07 09:35:00-05:00,1.86,eod_close,488.78,486.92,0.003813,11.000278571428554,488.1323181419317,1.1131244471426387,0.5379047619048017,candle_strength,2025-03-07,10,18.6,1.47,17.13,11174.96,0.0055
long,483.86,466.3331535714286,518.9136928571428,472.34,2025-03-10 15:45:00-04:00,2025-03-10 09:44:00-04:00,-11.52,eod_close,483.86,481.19,0.005533,11.684564285714263,482.69267078580765,0.6154235116262329,0.5705940594059169,candle_strength,2025-03-10,9,-103.68,1.31,-104.99,11069.97,0.0148
long,473.3,453.71922500000005,512.46155,474.58,2025-03-11 15:45:00-04:00,2025-03-11 09:36:00-04:00,1.28,eod_close,473.3,471.4915,0.003828,13.053849999999974,472.6011570518227,1.3219993176194667,0.9868421052631697,candle_strength,2025-03-11,8,10.24,1.14,9.1,11079.08,0.014
short,474.73,495.3655964285714,433.45880714285727,467.4,2025-03-13 15:45:00-04:00,2025-03-13 09:36:00-04:00,7.33,eod_close,476.2801,474.73,0.00326,13.75706428571427,475.49203589691535,1.0072732875259616,0.9190751445086792,candle_strength,2025-03-13,8,58.64,1.14,57.5,11136.58,0.0089
long,475.72,455.3201178571429,516.5197642857142,478.62,2025-03-14 15:45:00-04:00,2025-03-14 09:35:00-04:00,2.9,eod_close,475.72,473.4608,0.00476,13.599921428571419,474.94835931158934,1.4018641665590625,0.8852258852258922,candle_strength,2025-03-14,8,23.2,1.14,22.06,11158.64,0.0069
long,481.0,460.31286785714286,522.3742642857143,484.85,2025-03-17 15:45:00-04:00,2025-03-17 09:35:00-04:00,3.85,eod_close,481.0,479.18,0.003791,13.791421428571422,480.3634523714081,0.4467369196275797,0.8517441860465,candle_strength,2025-03-17,8,30.8,1.15,29.65,11188.28,0.0043
short,477.9798,498.4108607142857,437.1176785714286,474.535,2025-03-18 15:45:00-04:00,2025-03-18 09:35:00-04:00,3.4448,eod_close,479.61,477.9798,0.003405,13.620707142857132,478.3547681336123,2.0931222698127505,0.7171717171716899,candle_strength,2025-03-18,8,27.56,1.15,26.41,11214.69,0.0019
long,478.975,459.2039285714286,518.5171428571429,479.59,2025-03-20 15:45:00-04:00,2025-03-20 09:35:00-04:00,0.615,eod_close,478.975,476.18,0.005852,13.180714285714275,477.7170607965976,0.6734960223817581,0.7037037037036686,candle_strength,2025-03-20,8,4.92,1.15,3.77,11218.46,0.0016
short,473.3,492.6982142857143,434.50357142857143,478.667,2025-03-21 15:45:00-04:00,2025-03-21 09:35:00-04:00,-5.367,eod_close,475.4,473.3,0.004427,12.93214285714285,474.2037776663358,0.7414534821519229,0.9247311827957068,candle_strength,2025-03-21,8,-42.94,1.14,-44.07,11174.39,0.0055
short,458.24,472.6657035714286,429.38859285714284,468.9,2025-03-31 15:45:00-04:00,2025-03-31 09:44:00-04:00,-10.66,eod_close,462.52,458.24,0.009297,9.61713571428571,459.7325291595993,0.8483669774734711,0.9999065420560982,candle_strength,2025-03-31,11,-117.26,1.51,-118.77,11055.62,0.0161
short,466.5,481.0044535714286,437.4910928571428,471.73,2025-04-01 15:45:00-04:00,2025-04-01 09:35:00-04:00,-5.23,eod_close,468.5392,466.5,0.004362,9.669635714285713,467.10656748915676,1.1885010823869773,0.9565217391304262,candle_strength,2025-04-01,11,-57.53,1.54,-59.07,10996.55,0.0213
long,468.3,453.82233214285714,497.25533571428576,476.6147,2025-04-02 15:45:00-04:00,2025-04-02 09:35:00-04:00,8.3147,eod_close,468.3,465.86,0.005224,9.651778571428569,467.2524848139516,1.1428575019859826,0.7599999999999909,candle_strength,2025-04-02,11,91.46,1.55,89.92,11086.47,0.0133
long,459.69,444.8684035714286,489.3331928571428,451.65,2025-04-03 15:45:00-04:00,2025-04-03 09:39:00-04:00,-8.04,eod_close,459.69,456.11,0.007818,9.881064285714283,458.5978384566967,0.8350207930353047,0.5068493150684867,candle_strength,2025-04-03,11,-88.44,1.52,-89.96,10996.51,0.0213
short,436.71,453.0090964285714,404.1118071428571,430.405,2025-04-04 15:45:00-04:00,2025-04-04 09:36:00-04:00,6.305,eod_close,440.37,436.71,0.008346,10.866064285714279,438.2477310665081,0.9372221178363868,0.9834710743801808,candle_strength,2025-04-04,10,63.05,1.31,61.74,11058.25,0.0158
short,406.74,425.17659642857143,369.86680714285717,425.17659642857143,2025-04-07 10:11:00-04:00,2025-04-07 09:35:00-04:00,-18.4366,stop,410.0,406.74,0.007983,12.291064285714283,408.04663981437113,0.5786034028960801,0.6421052631578976,candle_strength,2025-04-07,8,-147.49,0.98,-148.47,10909.78,0.0291
short,437.2248,458.91746785714287,393.8394642857143,411.44,2025-04-08 15:45:00-04:00,2025-04-08 09:36:00-04:00,25.7848,eod_close,439.44,437.2248,0.005054,14.461778571428571,438.14067532621624,0.7470223142086542,0.7439024390243959,candle_strength,2025-04-08,7,180.49,0.92,179.58,11089.35,0.0131
long,419.27,395.1603607142857,467.4892785714286,463.04,2025-04-09 15:45:00-04:00,2025-04-09 09:38:00-04:00,43.77,eod_close,419.27,415.43,0.009201,16.073092857142857,417.4957977089214,0.8697455984226441,0.9970588235294144,candle_strength,2025-04-09,6,262.62,0.75,261.87,11351.22,0.0
short,452.44,481.2671392857143,394.78572142857143,441.99,2025-04-10 15:45:00-04:00,2025-04-10 09:37:00-04:00,10.45,eod_close,455.59,452.44,0.006938,19.218092857142857,454.0458506526181,0.8704500973541901,0.8584474885844737,candle_strength,2025-04-10,5,52.25,0.68,51.57,11402.79,0.0
long,446.2797,414.80988214285713,509.2193357142857,454.29,2025-04-11 15:45:00-04:00,2025-04-11 09:39:00-04:00,8.0103,eod_close,446.2797,443.21,0.006902,20.979878571428568,445.182553543674,1.7395630920265308,0.5987654320987806,candle_strength,2025-04-11,5,40.05,0.67,39.38,11442.17,0.0
short,463.0763,494.95218928571427,399.3245214285715,460.05,2025-04-14 15:45:00-04:00,2025-04-14 09:35:00-04:00,3.0263,eod_close,465.05,463.0763,0.004253,21.250592857142856,463.841310034682,1.0182190764964258,0.9409090909090911,candle_strength,2025-04-14,5,15.13,0.69,14.44,11456.61,0.0
long,459.91,427.04625357142857,525.6374928571429,457.575,2025-04-15 15:45:00-04:00,2025-04-15 09:39:00-04:00,-2.335,eod_close,459.91,458.14,0.003856,21.909164285714287,459.00510636047505,1.1633371744228278,0.731012266138002,candle_strength,2025-04-15,5,-11.68,0.69,-12.36,11444.25,0.0011
long,450.81,418.41875357142857,515.5924928571428,440.92,2025-04-16 15:45:00-04:00,2025-04-16 09:37:00-04:00,-9.89,eod_close,450.81,448.72,0.004647,21.59416428571429,450.00555639185166,0.5630441598936734,0.8163265306122993,candle_strength,2025-04-16,5,-49.45,0.68,-50.13,11394.12,0.0055
short,458.0,492.06482857142856,389.8703428571429,454.0,2025-04-23 15:45:00-04:00,2025-04-23 09:36:00-04:00,4.0,eod_close,459.6332,458.0,0.00356,22.709885714285715,458.6614407665956,0.9651922126227076,0.8752735229759432,candle_strength,2025-04-23,5,20.0,0.69,19.31,11413.43,0.0038
long,467.65,434.41124285714284,534.1275142857143,471.2204,2025-04-25 15:45:00-04:00,2025-04-25 09:35:00-04:00,3.5704,eod_close,467.65,465.89,0.003771,22.15917142857143,467.1315245208354,0.9618015656956911,0.5423728813559436,candle_strength,2025-04-25,5,17.85,0.7,17.15,11430.58,0.0023
short,469.75,497.38925714285716,414.4714857142857,475.085,2025-04-29 15:45:00-04:00,2025-04-29 09:38:00-04:00,-5.335,eod_close,471.21,469.75,0.003103,18.42617142857143,470.40845267115884,0.5528665439637965,0.9083969465648782,candle_strength,2025-04-29,6,-32.01,0.85,-32.86,11397.73,0.0051
